City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
233,brooksville,28.5553,-82.3879,21.470000000000027,72,100,3.6,US,1697416044
234,portland,45.5242,-122.6684,21.220000000000027,73,100,1.54,US,1697415611
235,ghat,24.9626,10.1797,24.160000000000025,23,3,2.38,LY,1697416242
236,kingston,17.9712,-76.7928,29.900000000000034,88,20,2.57,JM,1697416242
237,al bayda',32.761,21.7577,15.920000000000016,92,35,3.97,LY,1697416243
238,trincomalee,8.5764,81.2345,26.260000000000048,79,70,3.26,LK,1697415966
239,mapastepec,15.4398,-92.8984,26.0,90,100,1.28,MX,1697416244
240,strezhevoy,60.7328,77.6008,3.3000000000000114,91,100,3.13,RU,1697416245
241,aberdeen,57.1482,-2.0928,5.270000000000039,87,100,2.57,GB,1697416246
242,krasnogorskoye,54.6633,22.2534,5.740000000000009,90,61,4.07,RU,1697416246
243,governor's harbour,25.1935,-76.2453,27.890000000000043,76,61,4.57,BS,1697416247
244,pakala,21.9335,-159.6478,30.960000000000036,48,0,3.6,US,1697416248
245,garango,11.805,-0.5489,27.510000000000048,66,79,3.35,BF,1697416248
246,vuktyl,63.8443,57.3002,2.830000000000041,97,59,4.47,RU,1697416249
247,kill devil hills,36.0321,-75.6776,14.990000000000009,66,75,1.54,US,1697416250
248,rio grande,-53.7857,-67.7016,5.020000000000039,60,0,7.72,AR,1697416250
249,west kelowna,49.8586,-119.5829,16.640000000000043,66,0,1.03,CA,1697416251
250,fort bragg,35.1403,-79.1541,15.970000000000027,76,100,1.54,US,1697416251
251,nuuk,64.175,-51.7355,-0.5999999999999659,74,20,3.6,GL,1697416252
252,jeddah,21.581,39.1654,28.950000000000045,79,0,1.54,SA,1697416253
253,mujiayingzi,41.9698,118.971,7.410000000000025,25,0,1.09,CN,1697416254
254,uthal,25.8072,66.6219,25.939999999999998,84,17,1.91,PK,1697416254
255,lovisa,60.4564,26.2271,1.8700000000000045,81,4,5.49,FI,1697416255
256,jawf al maqbabah,13.8381,45.8357,23.430000000000007,62,0,0.37,YE,1697416255
257,carbonear,47.7331,-53.2366,10.850000000000023,92,100,1.69,CA,1697416256
258,slave lake,55.2805,-114.7687,11.010000000000048,66,75,0.0,CA,1697415696
259,selkirk,50.147,-96.8802,13.050000000000011,70,6,1.37,CA,1697416257
260,palmer,61.5996,-149.1111,11.950000000000045,62,0,5.14,US,1697416258
261,hasaki,35.753,140.8201,21.27000000000004,54,0,2.41,JP,1697416259
262,cidade velha,-1.4558,-48.5039,28.02000000000004,74,0,5.14,BR,1697415701
263,ostrov,57.3446,28.3578,6.270000000000039,90,99,3.12,RU,1697416260
264,kawthoung,9.9781,98.5521,25.060000000000002,77,100,1.62,TH,1697416261
265,jalqani,12.4486,34.2186,25.78000000000003,70,82,2.91,SD,1697416261
266,isangel,-19.5411,169.2811,27.57000000000005,69,75,7.72,VU,1697416262
267,kismayo,-0.3602,42.5409,25.810000000000002,84,56,4.25,SO,1697416263
268,medina,24.4712,39.6111,28.170000000000016,16,0,2.06,SA,1697416263
269,dataganj,28.0253,79.4067,22.510000000000048,63,15,1.94,IN,1697416264
270,saint-pierre,48.3833,7.4719,5.140000000000043,74,100,2.54,FR,1697416265
271,lata,18.3983,76.5621,21.189999999999998,66,56,2.01,IN,1697416265
272,isafjordur,66.0727,-23.1194,2.6299999999999955,97,100,5.07,IS,1697416266
273,kerikeri,-35.2273,173.9491,19.950000000000045,52,13,4.39,NZ,1697416267
274,newman,37.3139,-121.0204,30.129999999999995,64,0,0.45,US,1697416267
275,ruangwa,-10.0675,38.9274,21.610000000000014,95,84,1.15,TZ,1697416268
276,shevchenko,48.2219,37.1421,9.080000000000041,58,0,3.03,UA,1697416268
277,salinopolis,-0.6259,-47.3443,27.140000000000043,80,93,5.08,BR,1697416269
278,bamboo flat,11.7126,92.7164,24.810000000000002,100,40,1.03,IN,1697416270
279,freetown,8.479,-13.268,25.980000000000018,78,100,0.25,SL,1697416271
280,sao joaquim,-28.2925,-49.9353,10.850000000000023,98,92,1.41,BR,1697416271
281,calheta,38.6055,-28.0188,21.200000000000045,83,54,19.78,PT,1697416272
282,weno,7.4401,151.857,27.470000000000027,84,100,4.63,FM,1697416273
283,inhambane,-23.866,35.3844,20.629999999999995,81,100,2.6,MZ,1697416273
284,mogocha,53.7363,119.7625,-3.3899999999999864,63,69,0.45,RU,1697416274
285,waingapu,-9.6522,120.2637,30.439999999999998,57,6,5.07,ID,1697416275
286,naze,5.452,7.0567,22.74000000000001,97,100,1.44,NG,1697416275
287,orchard homes,46.8633,-114.0484,19.08000000000004,54,75,0.0,US,1697416276
288,palu,-0.8958,119.868,30.670000000000016,65,4,1.36,ID,1697416277
289,hammerfest,70.6413,23.8361,2.4399999999999977,93,100,8.75,NO,1697416278
290,batticaloa,7.7356,81.6942,26.100000000000023,84,97,2.08,LK,1697416279
291,toliara,-23.3542,43.6697,21.27000000000004,81,90,2.47,MG,1697416279
292,zhezqazghan,47.8043,67.7146,5.730000000000018,71,88,1.64,KZ,1697416280
293,hinton,42.6267,-96.2939,9.930000000000007,72,0,1.54,US,1697416281
294,zaragoza,41.65,-0.8833,19.400000000000034,79,75,4.12,ES,1697415860
295,aitape,-3.151,142.3594,28.560000000000002,76,77,1.63,PG,1697416282
296,nantucket,41.3157,-70.009,12.28000000000003,81,0,2.57,US,1697416282
297,chongwe,-15.3275,28.6813,23.660000000000025,53,99,1.77,ZM,1697416283
298,ain defla,36.2657,1.9702,19.680000000000007,65,10,1.29,DZ,1697416284
299,ostersund,63.1794,14.6357,2.25,87,75,9.77,SE,1697416285
300,mata-utu,-13.282,-176.174,27.460000000000036,79,69,8.55,WF,1697416285
301,manokwari,-0.8614,134.0767,29.07000000000005,70,95,1.97,ID,1697416286
302,khandyga,62.6478,135.5751,-11.21999999999997,90,79,0.92,RU,1697416287
303,suntar,62.1575,117.6463,-1.6099999999999568,83,100,3.58,RU,1697416287
304,el porvenir,15.4575,-92.2803,8.75,97,88,0.79,MX,1697416288
305,lebu,-37.61,-73.6559,10.020000000000039,74,0,7.87,CL,1697416289
306,alesund,62.7671,6.1688,7.090000000000032,62,100,9.02,NO,1697416289
307,aktau,43.6521,51.158,9.020000000000039,43,0,9.43,KZ,1697416290
308,caleta de carquin,-11.0918,-77.6283,19.5,86,96,3.7,PE,1697416291
309,st. john's,47.5615,-52.7126,10.710000000000036,91,75,3.6,CA,1697416006
310,hemsby,52.694,1.6832,4.689999999999998,91,100,4.43,GB,1697416292
311,nyrob,60.743,56.7335,7.210000000000036,98,100,3.13,RU,1697416292
312,sassandra,4.949,-6.0922,23.640000000000043,96,99,2.43,CI,1697416293
313,trebic,49.2152,15.8816,4.680000000000007,90,20,4.12,CZ,1697416294
314,auki,-8.7706,160.6993,30.460000000000036,66,52,2.21,SB,1697416294
315,karratha,-20.737,116.8479,33.620000000000005,13,0,10.68,AU,1697416295
316,kapit,2.0139,112.9357,28.189999999999998,77,47,0.7,MY,1697416296
317,usinsk,65.9957,57.5571,2.2100000000000364,99,100,7.15,RU,1697416296
318,al ghayzah,13.5591,44.0257,19.170000000000016,61,0,0.04,YE,1697416297
319,guiratinga,-16.3457,-53.7595,27.189999999999998,55,100,2.17,BR,1697416297
320,salalah,17.0175,54.1011,26.04000000000002,83,20,2.06,OM,1697416298
321,al majaridah,19.1302,41.9236,28.720000000000027,45,0,0.71,SA,1697416299
322,fortuna,40.5974,-124.156,21.720000000000027,81,0,3.09,US,1697416299
323,bartica,6.4053,-58.6214,27.140000000000043,94,100,1.13,GY,1697416300
324,bandon,43.1196,-124.4094,19.450000000000045,85,100,1.79,US,1697416301
325,tofol,5.326,163.0087,29.879999999999995,79,75,2.06,FM,1697416301
326,pontianak,-0.0227,109.3447,25.99000000000001,88,40,1.03,ID,1697416302
327,mae sot,16.715,98.5696,24.970000000000027,100,75,0.0,TH,1697416303
328,manta,44.6159,7.487,15.430000000000007,55,75,2.57,IT,1697416303
329,betare oya,5.5885,14.0864,18.82000000000005,97,98,1.28,CM,1697416304
